,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
5390,spotify:track:1A43TfohQt3H6K5zg28ExD,6,Dead and Cold,2018-11-10,72,True,0.793,0.441,2,-10.297,0,0.579,0.867,0.0,0.111,0.753,74.746,audio_features,1A43TfohQt3H6K5zg28ExD,https://api.spotify.com/v1/tracks/1A43TfohQt3H6K5zg28ExD,https://api.spotify.com/v1/audio-analysis/1A43TfohQt3H6K5zg28ExD,89652,4
5403,spotify:track:1CAijerspiGnyZHAVsGNL1,6,Rich White Girls,2017-03-24,62,True,0.622,0.513,2,-8.045,1,0.355,0.306,0.0,0.413,0.691,132.613,audio_features,1CAijerspiGnyZHAVsGNL1,https://api.spotify.com/v1/tracks/1CAijerspiGnyZHAVsGNL1,https://api.spotify.com/v1/audio-analysis/1CAijerspiGnyZHAVsGNL1,209564,4
5406,spotify:track:7MiZjKawmXTsTNePyTfPyL,21,Devil Eyes,2016-02-05,83,False,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,audio_features,7MiZjKawmXTsTNePyTfPyL,https://api.spotify.com/v1/tracks/7MiZjKawmXTsTNePyTfPyL,https://api.spotify.com/v1/audio-analysis/7MiZjKawmXTsTNePyTfPyL,131272,5
5415,spotify:track:0cm5N7sj43FBfrVoJOfLhC,5,Mistakes,2019-12-27,58,True,0.723,0.395,2,-10.229,1,0.0681,0.04,0.000229,0.279,0.0772,89.954,audio_features,0cm5N7sj43FBfrVoJOfLhC,https://api.spotify.com/v1/tracks/0cm5N7sj43FBfrVoJOfLhC,https://api.spotify.com/v1/audio-analysis/0cm5N7sj43FBfrVoJOfLhC,173060,4
5416,spotify:track:2ShvTyfnjRWVjNB6vmu5Bb,12,Who Needs Love,2020-04-03,70,True,0.757,0.673,7,-7.022,1,0.12,0.0499,0.0,0.241,0.449,101.987,audio_features,2ShvTyfnjRWVjNB6vmu5Bb,https://api.spotify.com/v1/tracks/2ShvTyfnjRWVjNB6vmu5Bb,https://api.spotify.com/v1/audio-analysis/2ShvTyfnjRWVjNB6vmu5Bb,173870,4
5420,spotify:track:0afGLa6wcYiLLXFZ48ZQpY,8,Thunder,2017-12-08,68,True,0.667,0.316,0,-9.132,1,0.0262,0.0292,0.00613,0.147,0.156,100.998,audio_features,0afGLa6wcYiLLXFZ48ZQpY,https://api.spotify.com/v1/tracks/0afGLa6wcYiLLXFZ48ZQpY,https://api.spotify.com/v1/audio-analysis/0afGLa6wcYiLLXFZ48ZQpY,313663,4
5430,spotify:track:16R8t4bIoFrzxZm3ds4isv,9,julia,2020-03-24,72,True,0.737,0.255,9,-12.293,1,0.0605,0.767,1.13e-05,0.0998,0.164,130.017,audio_features,16R8t4bIoFrzxZm3ds4isv,https://api.spotify.com/v1/tracks/16R8t4bIoFrzxZm3ds4isv,https://api.spotify.com/v1/audio-analysis/16R8t4bIoFrzxZm3ds4isv,260867,4
5433,spotify:track:2cFl7utlqyZjCXN1G5nRvA,8,Stuck With You,1986-01-01,61,False,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,audio_features,2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/tracks/2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/audio-analysis/2cFl7utlqyZjCXN1G5nRvA,269573,4
5448,spotify:track:6vECYJHxYmm3Ydt3fF01pE,22,Stolen Dance,2014-06-20,73,False,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,audio_features,6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/audio-analysis/6vECYJHxYmm3Ydt3fF01pE,313684,4
5451,spotify:track:2K8elWg8ihrZRwZJ7Gy6L3,5,Come Home To Me,2019-03-01,68,False,0.66,0.193,11,-8.904,1,0.0725,0.953,0.0,0.0953,0.296,82.035,audio_features,2K8elWg8ihrZRwZJ7Gy6L3,https://api.spotify.com/v1/tracks/2K8elWg8ihrZRwZJ7Gy6L3,https://api.spotify.com/v1/audio-analysis/2K8elWg8ihrZRwZJ7Gy6L3,225868,4
5452,spotify:track:7BdXiDH2bPhBuPP2jTwRZB,6,The Few Things (With Charlotte Lawrence),2018-08-10,70,False,0.536,0.426,7,-10.446,1,0.123,0.64,5.88e-06,0.147,0.375,135.872,audio_features,7BdXiDH2bPhBuPP2jTwRZB,https://api.spotify.com/v1/tracks/7BdXiDH2bPhBuPP2jTwRZB,https://api.spotify.com/v1/audio-analysis/7BdXiDH2bPhBuPP2jTwRZB,211567,4
5460,spotify:track:4aGvs7y4hQIbGss7zmEXKf,8,Ain't Together,2019-10-25,67,False,0.714,0.658,0,-5.497,1,0.0315,0.267,0.0,0.176,0.766,81.553,audio_features,4aGvs7y4hQIbGss7zmEXKf,https://api.spotify.com/v1/tracks/4aGvs7y4hQIbGss7zmEXKf,https://api.spotify.com/v1/audio-analysis/4aGvs7y4hQIbGss7zmEXKf,202280,4
5468,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,26,Make You Mine,2019-08-09,87,False,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4
5471,spotify:track:7wFybC8jBH3zE139OpCtpG,5,Lost in the Fire,2019,15,True,0.663,0.675,2,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,101.004,audio_features,7wFybC8jBH3zE139OpCtpG,https://api.spotify.com/v1/tracks/7wFybC8jBH3zE139OpCtpG,https://api.spotify.com/v1/audio-analysis/7wFybC8jBH3zE139OpCtpG,202093,4
5484,spotify:track:24aN8j7dBw0FxxKUBlCtd6,15,Hold Me Close (feat. Ella Henderson),2020-03-27,76,False,0.654,0.795,0,-4.419,1,0.0536,0.178,0.0,0.19,0.465,120.019,audio_features,24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/tracks/24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/audio-analysis/24aN8j7dBw0FxxKUBlCtd6,185750,4
5488,spotify:track:4fwo6czG5nvOQMzhOto1ya,13,Lonely,2019-09-27,78,False,0.738,0.717,1,-5.121,1,0.0573,0.062,0.0,0.205,0.5,98.047,audio_features,4fwo6czG5nvOQMzhOto1ya,https://api.spotify.com/v1/tracks/4fwo6czG5nvOQMzhOto1ya,https://api.spotify.com/v1/audio-analysis/4fwo6czG5nvOQMzhOto1ya,139813,4
5493,spotify:track:5T9S5x5hEOvgGKWysm683a,20,not ur friend,2020-02-28,77,True,0.802,0.272,4,-10.563,1,0.412,0.309,0.0,0.403,0.669,68.969,audio_features,5T9S5x5hEOvgGKWysm683a,https://api.spotify.com/v1/tracks/5T9S5x5hEOvgGKWysm683a,https://api.spotify.com/v1/audio-analysis/5T9S5x5hEOvgGKWysm683a,174520,4
5494,spotify:track:6NebrV4ZigAoXIRbe11hxh,6,Thinking 'Bout You (feat. Lauren Alaina),2020-01-17,67,False,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,audio_features,6NebrV4ZigAoXIRbe11hxh,https://api.spotify.com/v1/tracks/6NebrV4ZigAoXIRbe11hxh,https://api.spotify.com/v1/audio-analysis/6NebrV4ZigAoXIRbe11hxh,170560,4
5496,spotify:track:28sNP4vXS6EtFr2VKPhCTQ,6,minimal,2019-05-03,64,True,0.575,0.679,1,-4.442,1,0.0432,0.547,0.0,0.34,0.204,169.886,audio_features,28sNP4vXS6EtFr2VKPhCTQ,https://api.spotify.com/v1/tracks/28sNP4vXS6EtFr2VKPhCTQ,https://api.spotify.com/v1/audio-analysis/28sNP4vXS6EtFr2VKPhCTQ,163340,3
5503,spotify:track:0JQ5MbyriK6ruD3t6RZ7ix,18,Never Seen The Rain,2019-08-29,81,False,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,audio_features,0JQ5MbyriK6ruD3t6RZ7ix,https://api.spotify.com/v1/tracks/0JQ5MbyriK6ruD3t6RZ7ix,https://api.spotify.com/v1/audio-analysis/0JQ5MbyriK6ruD3t6RZ7ix,200742,4
5504,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,61,If the World Was Ending - feat. Julia Michaels,2019-10-17,91,False,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
