,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
37472,spotify:track:6U4VqEHy4n5VeiH4pQPL24,6,You're Welcome,2016-11-18,76,False,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,audio_features,6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,163893,4
37475,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,5,Country Grammar (Hot Shit),2000-06-27,70,True,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,audio_features,3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/tracks/3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/audio-analysis/3wMUvT6eIw2L5cZFG1yH9j,287000,4
37482,spotify:track:0l3GEbH3CviUytD6iX4wzg,5,Right Thurr,2003-01-01,68,True,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,audio_features,0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/audio-analysis/0l3GEbH3CviUytD6iX4wzg,250747,4
37486,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,16,Let Me Love You,2004-09-21,77,False,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,audio_features,3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/tracks/3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,256733,4
37489,spotify:track:1UxYmRBBJMMuzYcK9miSYs,5,They Call Me Tiago (Her Name Is Margo),2020-02-27,68,False,0.878,0.578,0,-7.581,1,0.0722,0.196,0.433,0.0965,0.148,100.996,audio_features,1UxYmRBBJMMuzYcK9miSYs,https://api.spotify.com/v1/tracks/1UxYmRBBJMMuzYcK9miSYs,https://api.spotify.com/v1/audio-analysis/1UxYmRBBJMMuzYcK9miSYs,154455,4
37522,spotify:track:6l7lX8hJXVIUyPrTaabpqk,6,Ready,2019-07-22,80,False,0.529,0.496,0,-6.668,0,0.151,0.214,0.0,0.212,0.588,74.619,audio_features,6l7lX8hJXVIUyPrTaabpqk,https://api.spotify.com/v1/tracks/6l7lX8hJXVIUyPrTaabpqk,https://api.spotify.com/v1/audio-analysis/6l7lX8hJXVIUyPrTaabpqk,178747,4
37523,spotify:track:4YHuPWY3yxGo5eftu1Ixm8,6,Too Late,2020-04-09,63,False,0.432,0.873,8,-5.137,0,0.0542,0.126,0.0391,0.122,0.567,195.978,audio_features,4YHuPWY3yxGo5eftu1Ixm8,https://api.spotify.com/v1/tracks/4YHuPWY3yxGo5eftu1Ixm8,https://api.spotify.com/v1/audio-analysis/4YHuPWY3yxGo5eftu1Ixm8,252409,4
37560,spotify:track:2mssuAa5xshIx2c06p1c2F,6,Complicated,2018-08-02,59,False,0.867,0.639,7,-5.778,0,0.0888,0.375,0.0111,0.225,0.736,99.977,audio_features,2mssuAa5xshIx2c06p1c2F,https://api.spotify.com/v1/tracks/2mssuAa5xshIx2c06p1c2F,https://api.spotify.com/v1/audio-analysis/2mssuAa5xshIx2c06p1c2F,213907,4
37586,spotify:track:6HHytHLXLX8QfWTtGfFSvH,6,Drop It Like It's Hot,2004-01-01,11,True,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,audio_features,6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/tracks/6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/audio-analysis/6HHytHLXLX8QfWTtGfFSvH,266067,4
37588,spotify:track:27mhCGdAA8gM7b33KIiB3k,5,Cyclone (feat. T-Pain),2007-04-05,58,False,0.641,0.72,11,-4.326,1,0.0552,0.0102,0.0,0.154,0.578,77.969,audio_features,27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k,222027,4
37591,spotify:track:7LBohG6plAhWaHjuzi4CpY,7,Rack City,2011-01-01,54,True,0.928,0.326,1,-10.943,1,0.372,0.0428,2.56e-05,0.19,0.261,98.958,audio_features,7LBohG6plAhWaHjuzi4CpY,https://api.spotify.com/v1/tracks/7LBohG6plAhWaHjuzi4CpY,https://api.spotify.com/v1/audio-analysis/7LBohG6plAhWaHjuzi4CpY,208840,4
37592,spotify:track:0DdpxWfVvUGgkJv5536tiF,7,Sexy Can I feat. Yung Berg,2008-04-08,66,True,0.575,0.684,1,-6.007,1,0.325,0.299,0.0,0.614,0.926,172.155,audio_features,0DdpxWfVvUGgkJv5536tiF,https://api.spotify.com/v1/tracks/0DdpxWfVvUGgkJv5536tiF,https://api.spotify.com/v1/audio-analysis/0DdpxWfVvUGgkJv5536tiF,204040,4
37618,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,10,Plug Walk,2018-03-30,77,True,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,audio_features,1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,175230,4
37621,spotify:track:6RcQOut9fWL6FSqeIr5M1r,6,Hollaback Girl,2004-10-27,19,True,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,audio_features,6RcQOut9fWL6FSqeIr5M1r,https://api.spotify.com/v1/tracks/6RcQOut9fWL6FSqeIr5M1r,https://api.spotify.com/v1/audio-analysis/6RcQOut9fWL6FSqeIr5M1r,199907,4
37632,spotify:track:7fBv7CLKzipRk6EC6TWHOB,22,The Hills,2015-08-28,84,True,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,audio_features,7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4
37638,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,6,I Wanna Love You,2006,67,True,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,audio_features,4xAk8Lw82G3YoVSOdVAsBx,https://api.spotify.com/v1/tracks/4xAk8Lw82G3YoVSOdVAsBx,https://api.spotify.com/v1/audio-analysis/4xAk8Lw82G3YoVSOdVAsBx,247067,4
37706,spotify:track:0txLC5NA64M8siGn3mnET0,5,Do You Remember The First Time?,1994-04-18,58,False,0.404,0.902,7,-5.685,0,0.0468,0.0431,0.0,0.119,0.231,131.894,audio_features,0txLC5NA64M8siGn3mnET0,https://api.spotify.com/v1/tracks/0txLC5NA64M8siGn3mnET0,https://api.spotify.com/v1/audio-analysis/0txLC5NA64M8siGn3mnET0,262827,4
37994,spotify:track:6amgTQrn3KDLFxTG2AhWUA,6,Sunny Side Up,2020-02-28,60,False,0.849,0.493,2,-8.044,1,0.0532,0.428,0.0,0.0808,0.511,124.948,audio_features,6amgTQrn3KDLFxTG2AhWUA,https://api.spotify.com/v1/tracks/6amgTQrn3KDLFxTG2AhWUA,https://api.spotify.com/v1/audio-analysis/6amgTQrn3KDLFxTG2AhWUA,171133,4
37996,spotify:track:4zgO1SgXOeFmr6Hno9DLs4,5,Multiplied,2014-04-17,59,False,0.593,0.816,7,-6.461,1,0.0421,0.0048,0.00121,0.0939,0.378,115.029,audio_features,4zgO1SgXOeFmr6Hno9DLs4,https://api.spotify.com/v1/tracks/4zgO1SgXOeFmr6Hno9DLs4,https://api.spotify.com/v1/audio-analysis/4zgO1SgXOeFmr6Hno9DLs4,275560,4
38006,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,17,Good Things Fall Apart (with Jon Bellion),2019-05-13,73,False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,audio_features,6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/tracks/6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/audio-analysis/6pooRNiLyYpxZeIA5kJ5EX,216668,4
38007,spotify:track:6fZpcVRr45Z6fLtciswBBU,7,Dreams,2018-04-12,69,False,0.663,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.983,audio_features,6fZpcVRr45Z6fLtciswBBU,https://api.spotify.com/v1/tracks/6fZpcVRr45Z6fLtciswBBU,https://api.spotify.com/v1/audio-analysis/6fZpcVRr45Z6fLtciswBBU,147021,4
38010,spotify:track:1ppuHX1oVMku5LTL0swNZP,5,Peace Train,1971-01-01,67,False,0.61,0.582,0,-10.422,1,0.044,0.119,3.76e-05,0.12,0.781,82.492,audio_features,1ppuHX1oVMku5LTL0swNZP,https://api.spotify.com/v1/tracks/1ppuHX1oVMku5LTL0swNZP,https://api.spotify.com/v1/audio-analysis/1ppuHX1oVMku5LTL0swNZP,251333,4
38012,spotify:track:48Kszfw1hinlKdMrnE85sg,6,Comfort Crowd,2019-09-05,61,False,0.684,0.433,0,-6.789,1,0.0323,0.167,2.04e-06,0.163,0.406,91.007,audio_features,48Kszfw1hinlKdMrnE85sg,https://api.spotify.com/v1/tracks/48Kszfw1hinlKdMrnE85sg,https://api.spotify.com/v1/audio-analysis/48Kszfw1hinlKdMrnE85sg,174693,4
38013,spotify:track:3XF5xLJHOQQRbWya6hBp7d,13,you should see me in a crown,2019-03-29,83,False,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,audio_features,3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,180953,4
38014,spotify:track:2kBq5cn4PEPDUsMljQkTkf,7,Little Things (with Quinn XCII & Chelsea Cutler),2020-04-03,60,False,0.52,0.643,6,-4.347,1,0.233,0.15,0.0,0.0753,0.493,69.648,audio_features,2kBq5cn4PEPDUsMljQkTkf,https://api.spotify.com/v1/tracks/2kBq5cn4PEPDUsMljQkTkf,https://api.spotify.com/v1/audio-analysis/2kBq5cn4PEPDUsMljQkTkf,197448,1
38017,spotify:track:7cK7hDrE7vAesPf8xd5zmb,9,Stupid Deep,2018-11-09,68,False,0.362,0.377,2,-9.713,1,0.0339,0.732,0.000631,0.127,0.294,137.891,audio_features,7cK7hDrE7vAesPf8xd5zmb,https://api.spotify.com/v1/tracks/7cK7hDrE7vAesPf8xd5zmb,https://api.spotify.com/v1/audio-analysis/7cK7hDrE7vAesPf8xd5zmb,178176,4
38019,spotify:track:12OLyHDxt6dqlAybSPFBK3,8,Forever,2019-05-17,74,False,0.646,0.355,1,-7.119,1,0.0263,0.873,0.0,0.115,0.364,84.988,audio_features,12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/tracks/12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/audio-analysis/12OLyHDxt6dqlAybSPFBK3,210863,4
38030,spotify:track:7iTwzSe2fg5xYwCgXXFkEe,7,Good Day,2019-10-04,68,False,0.936,0.353,11,-12.17,1,0.0458,0.691,2.73e-05,0.133,0.863,124.964,audio_features,7iTwzSe2fg5xYwCgXXFkEe,https://api.spotify.com/v1/tracks/7iTwzSe2fg5xYwCgXXFkEe,https://api.spotify.com/v1/audio-analysis/7iTwzSe2fg5xYwCgXXFkEe,181000,4
38033,spotify:track:3DjWkkrO8SJFqANZIweKW3,5,Summer Girl - Bonus Track,2020-03-03,59,False,0.512,0.544,1,-7.953,0,0.226,0.356,0.0159,0.169,0.616,99.927,audio_features,3DjWkkrO8SJFqANZIweKW3,https://api.spotify.com/v1/tracks/3DjWkkrO8SJFqANZIweKW3,https://api.spotify.com/v1/audio-analysis/3DjWkkrO8SJFqANZIweKW3,205027,4
38047,spotify:track:3fsaxdtRDMEvZu1XC3FN2i,9,Kilby Girl,2019-01-27,62,False,0.327,0.442,1,-9.992,1,0.0418,0.0613,0.0317,0.113,0.231,162.769,audio_features,3fsaxdtRDMEvZu1XC3FN2i,https://api.spotify.com/v1/tracks/3fsaxdtRDMEvZu1XC3FN2i,https://api.spotify.com/v1/audio-analysis/3fsaxdtRDMEvZu1XC3FN2i,282206,4
38048,spotify:track:5kAaMEMUI7UyCFBql2LP2x,5,Thin White Lies,2020-03-27,72,False,0.557,0.858,9,-3.115,0,0.0357,0.016,0.0,0.0885,0.608,149.977,audio_features,5kAaMEMUI7UyCFBql2LP2x,https://api.spotify.com/v1/tracks/5kAaMEMUI7UyCFBql2LP2x,https://api.spotify.com/v1/audio-analysis/5kAaMEMUI7UyCFBql2LP2x,182698,4
38054,spotify:track:0WTN7om3lHG3yYMigwzBxl,5,There's No Way (feat. Julia Michaels),2018-09-27,76,False,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,audio_features,0WTN7om3lHG3yYMigwzBxl,https://api.spotify.com/v1/tracks/0WTN7om3lHG3yYMigwzBxl,https://api.spotify.com/v1/audio-analysis/0WTN7om3lHG3yYMigwzBxl,174861,4
38061,spotify:track:0ibG3XCJ32Qq9maUY4AViR,5,How Can I Forget,2018-09-07,71,False,0.796,0.53,8,-5.967,1,0.0558,0.69,0.0,0.0646,0.754,105.031,audio_features,0ibG3XCJ32Qq9maUY4AViR,https://api.spotify.com/v1/tracks/0ibG3XCJ32Qq9maUY4AViR,https://api.spotify.com/v1/audio-analysis/0ibG3XCJ32Qq9maUY4AViR,177141,4
38069,spotify:track:0lzpfrTARexLFXEACKSXTh,6,I'm Still Standing,2007-03-26,25,False,0.489,0.927,10,-6.298,0,0.17,0.455,0.00165,0.305,0.79,177.354,audio_features,0lzpfrTARexLFXEACKSXTh,https://api.spotify.com/v1/tracks/0lzpfrTARexLFXEACKSXTh,https://api.spotify.com/v1/audio-analysis/0lzpfrTARexLFXEACKSXTh,181787,4
38071,spotify:track:4a5zacCsHLtMC2mcxkqWwn,5,Sad Forever,2019-05-31,52,False,0.527,0.538,5,-7.434,1,0.104,0.468,0.0,0.0825,0.389,117.319,audio_features,4a5zacCsHLtMC2mcxkqWwn,https://api.spotify.com/v1/tracks/4a5zacCsHLtMC2mcxkqWwn,https://api.spotify.com/v1/audio-analysis/4a5zacCsHLtMC2mcxkqWwn,203507,4
38081,spotify:track:1bxa0TPdBMHPeZFHe0adCw,6,Don't Slack (from Trolls World Tour),2020-03-10,68,False,0.617,0.837,9,-5.574,1,0.115,0.0842,0.0,0.344,0.8,168.12,audio_features,1bxa0TPdBMHPeZFHe0adCw,https://api.spotify.com/v1/tracks/1bxa0TPdBMHPeZFHe0adCw,https://api.spotify.com/v1/audio-analysis/1bxa0TPdBMHPeZFHe0adCw,174800,4
38082,spotify:track:5lDriBxJd22IhOH9zTcFrV,18,Dirty Little Secret,2005-01-01,70,False,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,193653,4
38084,spotify:track:7MRghgE1RnubxFJBfUEPwt,6,One Touch (with ‪Jess Glynne),2019-09-06,17,False,0.69,0.757,0,-5.16,0,0.244,0.533,0.0,0.202,0.581,124.273,audio_features,7MRghgE1RnubxFJBfUEPwt,https://api.spotify.com/v1/tracks/7MRghgE1RnubxFJBfUEPwt,https://api.spotify.com/v1/audio-analysis/7MRghgE1RnubxFJBfUEPwt,197747,4
38085,spotify:track:1Cj2vqUwlJVG27gJrun92y,7,The Sound of Silence,2015-08-21,75,False,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,audio_features,1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/tracks/1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/audio-analysis/1Cj2vqUwlJVG27gJrun92y,248467,4
38086,spotify:track:35srNkJVToAzYiZzron1FY,12,Young Forever,2009-09-08,64,True,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,audio_features,35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/tracks/35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/audio-analysis/35srNkJVToAzYiZzron1FY,253907,4
38090,spotify:track:4Yo1ZTT9D7gUqyzgpVKkhQ,11,I Don't Belong In This Club,2019-03-20,74,False,0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036,audio_features,4Yo1ZTT9D7gUqyzgpVKkhQ,https://api.spotify.com/v1/tracks/4Yo1ZTT9D7gUqyzgpVKkhQ,https://api.spotify.com/v1/audio-analysis/4Yo1ZTT9D7gUqyzgpVKkhQ,222621,4
38103,spotify:track:0fGh0trRN1xz3s41r7V5ce,7,Shake That,2005-12-06,73,True,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,audio_features,0fGh0trRN1xz3s41r7V5ce,https://api.spotify.com/v1/tracks/0fGh0trRN1xz3s41r7V5ce,https://api.spotify.com/v1/audio-analysis/0fGh0trRN1xz3s41r7V5ce,274440,4
38114,spotify:track:7rqaqQurHzR5xHAhdm1gmM,10,Goodbye Earl,1999-08-27,61,False,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.841,audio_features,7rqaqQurHzR5xHAhdm1gmM,https://api.spotify.com/v1/tracks/7rqaqQurHzR5xHAhdm1gmM,https://api.spotify.com/v1/audio-analysis/7rqaqQurHzR5xHAhdm1gmM,258640,4
38115,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,22,A Thousand Miles,2002-04-30,77,False,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4
38122,spotify:track:3QHONiXGMGU3z68mQInncF,15,I'll Be Missing You (feat. 112),2004-03-09,72,False,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,audio_features,3QHONiXGMGU3z68mQInncF,https://api.spotify.com/v1/tracks/3QHONiXGMGU3z68mQInncF,https://api.spotify.com/v1/audio-analysis/3QHONiXGMGU3z68mQInncF,301520,4
38126,spotify:track:3IkWmgGsXbsafrunwPojXO,8,From Now On,2017-12-08,73,False,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,audio_features,3IkWmgGsXbsafrunwPojXO,https://api.spotify.com/v1/tracks/3IkWmgGsXbsafrunwPojXO,https://api.spotify.com/v1/audio-analysis/3IkWmgGsXbsafrunwPojXO,349560,4
38134,spotify:track:2xYlyywNgefLCRDG8hlxZq,5,"Take Me Home, Country Roads - Rerecorded",1997-06-17,25,False,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,audio_features,2xYlyywNgefLCRDG8hlxZq,https://api.spotify.com/v1/tracks/2xYlyywNgefLCRDG8hlxZq,https://api.spotify.com/v1/audio-analysis/2xYlyywNgefLCRDG8hlxZq,197813,4
38140,spotify:track:5oHHMDcVOmPSFrCgdbHPdb,10,It's Five O'Clock Somewhere,2010-11-19,67,False,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,audio_features,5oHHMDcVOmPSFrCgdbHPdb,https://api.spotify.com/v1/tracks/5oHHMDcVOmPSFrCgdbHPdb,https://api.spotify.com/v1/audio-analysis/5oHHMDcVOmPSFrCgdbHPdb,230133,4
38147,spotify:track:65p97eP4CoW3rG7OIcBgoq,5,Mumma Don't Tell,2018-10-05,52,False,0.587,0.295,1,-11.047,1,0.0637,0.361,0.811,0.103,0.108,107.988,audio_features,65p97eP4CoW3rG7OIcBgoq,https://api.spotify.com/v1/tracks/65p97eP4CoW3rG7OIcBgoq,https://api.spotify.com/v1/audio-analysis/65p97eP4CoW3rG7OIcBgoq,308252,4
38153,spotify:track:6yYGrFfc595ggAwsYpH13v,7,Dove,1972,57,False,0.438,0.476,6,-12.558,0,0.0361,0.449,0.255,0.0903,0.434,111.717,audio_features,6yYGrFfc595ggAwsYpH13v,https://api.spotify.com/v1/tracks/6yYGrFfc595ggAwsYpH13v,https://api.spotify.com/v1/audio-analysis/6yYGrFfc595ggAwsYpH13v,655440,4
38164,spotify:track:6V2QgOIMT94HhsfeIVbbZm,6,Manila,2016-01-22,59,False,0.715,0.612,6,-7.865,0,0.0378,0.312,0.905,0.324,0.345,124.022,audio_features,6V2QgOIMT94HhsfeIVbbZm,https://api.spotify.com/v1/tracks/6V2QgOIMT94HhsfeIVbbZm,https://api.spotify.com/v1/audio-analysis/6V2QgOIMT94HhsfeIVbbZm,192533,4
38165,spotify:track:6MKKPQjpfFxQdbnzM384eK,5,Heartbreaker,2011-09-18,58,False,0.896,0.765,3,-7.335,0,0.0419,0.153,0.635,0.114,0.657,120.003,audio_features,6MKKPQjpfFxQdbnzM384eK,https://api.spotify.com/v1/tracks/6MKKPQjpfFxQdbnzM384eK,https://api.spotify.com/v1/audio-analysis/6MKKPQjpfFxQdbnzM384eK,326809,4
38166,spotify:track:1owjOeZt1BdYWW6T8fIAEe,6,Didn't I (Dave Allison Rework),2014-05-13,56,False,0.539,0.705,0,-6.729,1,0.0527,0.00828,0.135,0.133,0.685,186.033,audio_features,1owjOeZt1BdYWW6T8fIAEe,https://api.spotify.com/v1/tracks/1owjOeZt1BdYWW6T8fIAEe,https://api.spotify.com/v1/audio-analysis/1owjOeZt1BdYWW6T8fIAEe,328000,4
38167,spotify:track:0Lgk4pD3Y0iE9w2xDilhjj,5,Spread Too Thin (feat. Lindsay Olsen),2013-02-01,53,False,0.405,0.456,6,-9.498,1,0.157,0.728,0.6,0.375,0.638,87.721,audio_features,0Lgk4pD3Y0iE9w2xDilhjj,https://api.spotify.com/v1/tracks/0Lgk4pD3Y0iE9w2xDilhjj,https://api.spotify.com/v1/audio-analysis/0Lgk4pD3Y0iE9w2xDilhjj,285670,4
38172,spotify:track:4zwq3QUKgMNk0NSLl7fpbP,6,Why Why Why Why Why,2019-05-05,52,False,0.805,0.61,9,-6.64,0,0.0357,0.338,0.0616,0.112,0.686,114.762,audio_features,4zwq3QUKgMNk0NSLl7fpbP,https://api.spotify.com/v1/tracks/4zwq3QUKgMNk0NSLl7fpbP,https://api.spotify.com/v1/audio-analysis/4zwq3QUKgMNk0NSLl7fpbP,238679,4
38220,spotify:track:7Js278ET3O52ymQd8LU5bq,5,The Journey,2017-09-26,55,False,0.567,0.509,5,-12.539,1,0.0428,0.928,0.933,0.124,0.0869,97.04,audio_features,7Js278ET3O52ymQd8LU5bq,https://api.spotify.com/v1/tracks/7Js278ET3O52ymQd8LU5bq,https://api.spotify.com/v1/audio-analysis/7Js278ET3O52ymQd8LU5bq,231649,4
38236,spotify:track:4H4p1B3GrZHnh71vgPtHQW,5,Daughter,2017-09-29,60,False,0.621,0.3,1,-9.135,1,0.056,0.765,0.00598,0.11,0.369,81.098,audio_features,4H4p1B3GrZHnh71vgPtHQW,https://api.spotify.com/v1/tracks/4H4p1B3GrZHnh71vgPtHQW,https://api.spotify.com/v1/audio-analysis/4H4p1B3GrZHnh71vgPtHQW,295131,4
38246,spotify:track:1msXkHv84LKikJGKcfdGBu,5,Sure Thing,2000,59,False,0.772,0.451,0,-12.242,1,0.0551,0.501,0.7,0.213,0.558,96.086,audio_features,1msXkHv84LKikJGKcfdGBu,https://api.spotify.com/v1/tracks/1msXkHv84LKikJGKcfdGBu,https://api.spotify.com/v1/audio-analysis/1msXkHv84LKikJGKcfdGBu,380498,4
38335,spotify:track:0dbqPssLj7KzNTH81tcsrZ,6,Paris City Jazz,2018-01-19,58,False,0.773,0.858,0,-7.145,0,0.0465,0.0221,0.628,0.0913,0.812,125.001,audio_features,0dbqPssLj7KzNTH81tcsrZ,https://api.spotify.com/v1/tracks/0dbqPssLj7KzNTH81tcsrZ,https://api.spotify.com/v1/audio-analysis/0dbqPssLj7KzNTH81tcsrZ,343912,4
38392,spotify:track:5vOSahSFyo87bRpf3yoBNg,6,I'm Doing Fine (feat. Amp Dog Knight),2004-04-01,50,False,0.797,0.343,11,-15.334,1,0.0495,0.0692,0.362,0.479,0.536,119.988,audio_features,5vOSahSFyo87bRpf3yoBNg,https://api.spotify.com/v1/tracks/5vOSahSFyo87bRpf3yoBNg,https://api.spotify.com/v1/audio-analysis/5vOSahSFyo87bRpf3yoBNg,556280,4
38439,spotify:track:0CcL4kSHKIEwF3IW0BGgb6,7,I Can't Stand the Rain,2009,63,False,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,audio_features,0CcL4kSHKIEwF3IW0BGgb6,https://api.spotify.com/v1/tracks/0CcL4kSHKIEwF3IW0BGgb6,https://api.spotify.com/v1/audio-analysis/0CcL4kSHKIEwF3IW0BGgb6,150400,4
38467,spotify:track:6kiIVIbmwEw6JvIZc7UG0E,5,Perfect Time,2019-12-06,70,True,0.577,0.734,8,-8.484,0,0.432,0.171,0.0,0.12,0.254,94.122,audio_features,6kiIVIbmwEw6JvIZc7UG0E,https://api.spotify.com/v1/tracks/6kiIVIbmwEw6JvIZc7UG0E,https://api.spotify.com/v1/audio-analysis/6kiIVIbmwEw6JvIZc7UG0E,142710,4
38470,spotify:track:49q1cx7bCJ53daNU3lENe7,5,In The Morning,2018-05-25,58,True,0.764,0.905,4,-4.544,0,0.105,0.0303,2.66e-06,0.0303,0.549,100.068,audio_features,49q1cx7bCJ53daNU3lENe7,https://api.spotify.com/v1/tracks/49q1cx7bCJ53daNU3lENe7,https://api.spotify.com/v1/audio-analysis/49q1cx7bCJ53daNU3lENe7,212867,4
38482,spotify:track:66i1lieIMso7ef4P7KdWcE,5,You're the One for Me,1982-01-01,44,False,0.784,0.781,6,-6.694,0,0.0856,0.0512,0.00255,0.263,0.69,119.898,audio_features,66i1lieIMso7ef4P7KdWcE,https://api.spotify.com/v1/tracks/66i1lieIMso7ef4P7KdWcE,https://api.spotify.com/v1/audio-analysis/66i1lieIMso7ef4P7KdWcE,309013,4
38484,spotify:track:1BKT2I9x4RGKaKqW4up34s,5,Ruff Ryders' Anthem,1998-05-01,68,True,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,audio_features,1BKT2I9x4RGKaKqW4up34s,https://api.spotify.com/v1/tracks/1BKT2I9x4RGKaKqW4up34s,https://api.spotify.com/v1/audio-analysis/1BKT2I9x4RGKaKqW4up34s,214440,4
38491,spotify:track:5u3FywQOPJ5O7ZAjm31cnq,5,Right Here - Human Nature Radio Mix,1992,61,False,0.601,0.74,9,-5.043,0,0.0573,0.0299,0.332,0.0937,0.672,94.013,audio_features,5u3FywQOPJ5O7ZAjm31cnq,https://api.spotify.com/v1/tracks/5u3FywQOPJ5O7ZAjm31cnq,https://api.spotify.com/v1/audio-analysis/5u3FywQOPJ5O7ZAjm31cnq,226800,4
